"name","Provider","Price","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","link"
"Sports Complex Hotel","Booking.com","AMD 37,500","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d3494340-Reviews-Sports_Complex_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Cottage in Tsaghkadzor","Booking.com","AMD 35,250","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d7603973-Reviews-Cottage_in_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html"
"GuestHouse Crown of Tsaghkadzor","Booking.com","AMD 28,500","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d13438948-Reviews-GuestHouse_Crown_of_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html"
"Tsaghkadzor Bryusov Hotel","Agoda.com","AMD 22,028","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d7726615-Reviews-Tsaghkadzor_Bryusov_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Tsaghkadzor Hotel","Booking.com","AMD 34,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d7646165-Reviews-Tsaghkadzor_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Jupiter Hotel","Booking.com","AMD 23,325","23 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2151208-d2259214-Reviews-Jupiter_Hotel-Tsakhkadzor_Kotayk_Province.html"
"University Hotel","Expedia.com","AMD 65,910","17 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d6579130-Reviews-University_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Lanjik Guest House","Expedia.com","AMD 24,716","7 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d5544267-Reviews-Lanjik_Guest_House-Tsakhkadzor_Kotayk_Province.html"
"Aliq Resort","Booking.com","AMD 35,000","8 reviews","Free Wifi","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d2443154-Reviews-Aliq_Resort-Tsakhkadzor_Kotayk_Province.html"
"Tsaghkadzor Villas","Expedia.com","AMD 95,869","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d10210988-Reviews-Tsaghkadzor_Villas-Tsakhkadzor_Kotayk_Province.html"
"World Of Gold Tsaghkadzor","Booking.com","AMD 22,059","5 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d2443046-Reviews-World_Of_Gold_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html"
"Art Guesthouse","Expedia.com","AMD 23,333","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12169885-Reviews-Art_Guesthouse-Tsakhkadzor_Kotayk_Province.html"
"Tonratun Hotel","Agoda.com","AMD 21,090","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d6879269-Reviews-Tonratun_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Nur Hotel","Booking.com","AMD 27,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d10833056-Reviews-Nur_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Apartments In Tsakhadzor","Booking.com","AMD 30,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d15808928-Reviews-Apartments_In_Tsakhadzor-Tsakhkadzor_Kotayk_Province.html"
"Armenian CuteREST","Booking.com","AMD 18,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d16797609-Reviews-Armenian_CuteREST-Tsakhkadzor_Kotayk_Province.html"
"Caxkadzor Mori Plaza","Booking.com","AMD 14,900","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d13281105-Reviews-Caxkadzor_Mori_Plaza-Tsakhkadzor_Kotayk_Province.html"
"Cottage Guest House","Booking.com","AMD 11,553","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d7387539-Reviews-Cottage_Guest_House-Tsakhkadzor_Kotayk_Province.html"
"Hotel Caxkadzor","Expedia.com","AMD 45,833","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12845005-Reviews-Hotel_Caxkadzor-Tsakhkadzor_Kotayk_Province.html"
"Hotel Zvartnots in Tsaghkadzor","Booking.com","AMD 20,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d12160087-Reviews-Hotel_Zvartnots_in_Tsaghkadzor-Tsakhkadzor_Kotayk_Province.html"
"In Tsaghkadzor Hotel","Expedia.com","AMD 187,500","0 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g2151208-d7395840-Reviews-In_Tsaghkadzor_Hotel-Tsakhkadzor_Kotayk_Province.html"
"OWL Hostel and more","Booking.com","AMD 13,523","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d11695741-Reviews-OWL_Hostel_and_more-Tsakhkadzor_Kotayk_Province.html"
"Sati Hotel","Booking.com","AMD 23,990","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g2151208-d7375226-Reviews-Sati_Hotel-Tsakhkadzor_Kotayk_Province.html"
"Villa Kars","Booking.com","AMD 17,075","45 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d3324402-Reviews-Villa_Kars-Gyumri_Shirak_Province.html"
"Golden Apricot","Booking.com","AMD 19,125","28 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d6840356-Reviews-Golden_Apricot-Gyumri_Shirak_Province.html"
"Vanatur Hotel","Booking.com","AMD 10,833","4 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d10045980-Reviews-Vanatur_Hotel-Gyumri_Shirak_Province.html"
"NANE HOTEL","Booking.com","AMD 17,250","36 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d2196420-Reviews-NANE_HOTEL-Gyumri_Shirak_Province.html"
"My Home B&B","Booking.com","AMD 24,992","5 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d7655983-Reviews-My_Home_B_B-Gyumri_Shirak_Province.html"
"Vale Hotel Complex","Booking.com","AMD 23,325","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d14203768-Reviews-Vale_Hotel_Complex-Gyumri_Shirak_Province.html"
"Guest House Dompolski","Agoda.com","AMD 12,309","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d10794057-Reviews-Guest_House_Dompolski-Gyumri_Shirak_Province.html"
"Art","Booking.com","AMD 23,750","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d14922115-Reviews-Art-Gyumri_Shirak_Province.html"
"David's B&B","Booking.com","AMD 20,833","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d15597612-Reviews-David_s_B_B-Gyumri_Shirak_Province.html"
"Erazank Hotel","Expedia.com","AMD 50,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d7113631-Reviews-Erazank_Hotel-Gyumri_Shirak_Province.html"
"Friends' Guest House","Booking.com","AMD 41,658","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d16851976-Reviews-Friends_Guest_House-Gyumri_Shirak_Province.html"
"Garun Hotel","Booking.com","AMD 35,250","0 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g815353-d11969135-Reviews-Garun_Hotel-Gyumri_Shirak_Province.html"
"Gyumresti Guest House","Booking.com","AMD 36,667","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d13238410-Reviews-Gyumresti_Guest_House-Gyumri_Shirak_Province.html"
"Hotel","Expedia.com","AMD 37,500","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d15189827-Reviews-Hotel-Gyumri_Shirak_Province.html"
"Kapsi Dzor Resort","Booking.com","AMD 8,333","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d13327636-Reviews-Kapsi_Dzor_Resort-Gyumri_Shirak_Province.html"
"Light Guest House","Booking.com","AMD 8,325","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d15079899-Reviews-Light_Guest_House-Gyumri_Shirak_Province.html"
"Olympic Hotel","Booking.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d15150633-Reviews-Olympic_Hotel-Gyumri_Shirak_Province.html"
"Posutochnyy Gostevoy Dom","Booking.com","AMD 18,333","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d13969779-Reviews-Posutochnyy_Gostevoy_Dom-Gyumri_Shirak_Province.html"
"Rob@Lil","Booking.com","AMD 12,500","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d15551068-Reviews-Rob_Lil-Gyumri_Shirak_Province.html"
"Tumo's Hotel","Booking.com","AMD 28,750","0 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g815353-d13434091-Reviews-Tumo_s_Hotel-Gyumri_Shirak_Province.html"
"Artush & Raisa B&B","Booking.com","AMD 37,284","21 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d7702044-Reviews-Artush_Raisa_B_B-Gyumri_Shirak_Province.html"
"Berlin Art Hotel","Booking.com","AMD 13,077","65 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d2262397-Reviews-Berlin_Art_Hotel-Gyumri_Shirak_Province.html"
"Hotel Plaza Viktoria","Expedia.com","AMD 41,667","12 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d12635722-Reviews-Hotel_Plaza_Viktoria-Gyumri_Shirak_Province.html"
"Tomu's Hotel","Booking.com","AMD 9,990","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d14980265-Reviews-Tomu_s_Hotel-Gyumri_Shirak_Province.html"
"Station Guest House","Booking.com","AMD 11,667","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d14158214-Reviews-Station_Guest_House-Gyumri_Shirak_Province.html"
"Hostel #1","Booking.com","AMD 14,000","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d15062877-Reviews-Hostel_1-Gyumri_Shirak_Province.html"
"Chalet Gyumri","Booking.com","AMD 12,492","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d12838832-Reviews-Chalet_Gyumri-Gyumri_Shirak_Province.html"
"Voske Blur","Booking.com","AMD 18,333","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d9807480-Reviews-Voske_Blur-Gyumri_Shirak_Province.html"
"Araks Hotel","Booking.com","AMD 6,667","21 reviews","","","","Pool","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g815353-d3475092-Reviews-Araks_Hotel-Gyumri_Shirak_Province.html"
"Arevamanuk","Expedia.com","AMD 20,000","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d13396931-Reviews-Arevamanuk-Gyumri_Shirak_Province.html"
"Hotel Kama","Booking.com","AMD 13,333","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d8029260-Reviews-Hotel_Kama-Gyumri_Shirak_Province.html"
"Mush B&B","Booking.com","AMD 15,000","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d7070737-Reviews-Mush_B_B-Gyumri_Shirak_Province.html"
"Alhmas Hotel","Agoda.com","AMD 9,155","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d3537556-Reviews-Alhmas_Hotel-Gyumri_Shirak_Province.html"
"Armart B&B","Agoda.com","AMD 16,644","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d12786417-Reviews-Armart_B_B-Gyumri_Shirak_Province.html"
"Bistro Taq Kerakur","Agoda.com","AMD 9,986","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d7248268-Reviews-Bistro_Taq_Kerakur-Gyumri_Shirak_Province.html"
"Hayk","Agoda.com","AMD 9,986","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d15608516-Reviews-Hayk-Gyumri_Shirak_Province.html"
"Rusalka","Agoda.com","AMD 17,975","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d10679039-Reviews-Rusalka-Gyumri_Shirak_Province.html"
"Alexandrapol Hotel","Booking.com","AMD 15,200","30 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d3393597-Reviews-Alexandrapol_Hotel-Gyumri_Shirak_Province.html"
"Parvana Odjax","Booking.com","AMD 20,000","4 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d7088634-Reviews-Parvana_Odjax-Gyumri_Shirak_Province.html"
"Guest House Khrimyan Hayrik Street 18","Booking.com","AMD 22,059","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d10498982-Reviews-Guest_House_Khrimyan_Hayrik_Street_18-Gyumri_Shirak_Province.html"
"Alhmas B&B","Booking.com","AMD 14,900","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d13086133-Reviews-Alhmas_B_B-Gyumri_Shirak_Province.html"
"Araks","Agoda.com","AMD 21,090","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d13807054-Reviews-Araks-Gyumri_Shirak_Province.html"
"Dyumri House","Booking.com","AMD 27,000","0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d11963731-Reviews-Dyumri_House-Gyumri_Shirak_Province.html"
"Lami Guest House","Booking.com","AMD 30,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d6865353-Reviews-Lami_Guest_House-Gyumri_Shirak_Province.html"
"Rancho Alexandrapol","Expedia.com","AMD 23,333","0 reviews","","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d12952933-Reviews-Rancho_Alexandrapol-Gyumri_Shirak_Province.html"
"Sari Tey - Mountain Tea","Booking.com","AMD 37,284","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d13278379-Reviews-Sari_Tey_Mountain_Tea-Gyumri_Shirak_Province.html"
"Tigran Mets Hotel","Booking.com","AMD 11,553","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g815353-d12575822-Reviews-Tigran_Mets_Hotel-Gyumri_Shirak_Province.html"
"Zanger Hotel","Booking.com","AMD 23,990","25 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d4778746-Reviews-Zanger_Hotel-Goris_Syunik_Province.html"
"Zorac Akhbyur","Booking.com","AMD 13,523","12 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d10502260-Reviews-Zorac_Akhbyur-Goris_Syunik_Province.html"
"Lyova & Sons B&B","Booking.com","AMD 20,000","14 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d2045428-Reviews-Lyova_Sons_B_B-Goris_Syunik_Province.html"
"Hotel Kirch","Expedia.com","AMD 187,500","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d13968001-Reviews-Hotel_Kirch-Goris_Syunik_Province.html"
"Center","Expedia.com","AMD 45,833","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d13811978-Reviews-Center-Goris_Syunik_Province.html"
"B&B, Vacation House","Booking.com","AMD 28,500","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d15339562-Reviews-B_B_Vacation_House-Goris_Syunik_Province.html"
"Gostevoy Dom v Gorise","Booking.com","AMD 20,833","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d13927479-Reviews-Gostevoy_Dom_v_Gorise-Goris_Syunik_Province.html"
"Hayi Tun Guest House","Booking.com","AMD 15,341","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d15209269-Reviews-Hayi_Tun_Guest_House-Goris_Syunik_Province.html"
"Lovely Goris","Booking.com","AMD 19,125","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d13936127-Reviews-Lovely_Goris-Goris_Syunik_Province.html"
"Narek B&B","Booking.com","AMD 17,075","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d15364041-Reviews-Narek_B_B-Goris_Syunik_Province.html"
"Royal Hotel","Booking.com","AMD 22,875","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d15030086-Reviews-Royal_Hotel-Goris_Syunik_Province.html"
"Van Hotel Goris","Booking.com","AMD 23,325","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d14898059-Reviews-Van_Hotel_Goris-Goris_Syunik_Province.html"
"Xoreayi Dzor","Booking.com","AMD 41,658","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d16662320-Reviews-Xoreayi_Dzor-Goris_Syunik_Province.html"
"Mthnadzor","Booking.com","AMD 17,250","12 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d10713352-Reviews-Mthnadzor-Goris_Syunik_Province.html"
"MIRA Hotel","Booking.com","AMD 23,750","68 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d4699784-Reviews-MIRA_Hotel-Goris_Syunik_Province.html"
"Hotel Mirhav","Booking.com","AMD 23,240","201 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d1234773-Reviews-Hotel_Mirhav-Goris_Syunik_Province.html"
"Aregak B&B","Booking.com","AMD 24,167","40 reviews","Free Wifi","Breakfast included","","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d2181669-Reviews-Aregak_B_B-Goris_Syunik_Province.html"
"Khachik's B&B","Booking.com","AMD 29,167","55 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d2188586-Reviews-Khachik_s_B_B-Goris_Syunik_Province.html"
"Mina Hotel","Expedia.com","AMD 33,934","65 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d2443197-Reviews-Mina_Hotel-Goris_Syunik_Province.html"
"Christy Hotel","Booking.com","AMD 35,250","59 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d1932075-Reviews-Christy_Hotel-Goris_Syunik_Province.html"
"Hotel Vivas","Booking.com","AMD 40,833","24 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d2209490-Reviews-Hotel_Vivas-Goris_Syunik_Province.html"
"Goris Hotel","Booking.com","AMD 45,000","30 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g666439-d3531309-Reviews-Goris_Hotel-Goris_Syunik_Province.html"
